province,year,persian_year,fuel_dependency_hbsir
Lorestan,2008,1387,0.07370375943132017
Lorestan,2009,1388,0.07273814568402072
Lorestan,2010,1389,0.09374334800158923
Lorestan,2011,1390,0.1726258636524414
Lorestan,2012,1391,0.12354181985288791
Lorestan,2013,1392,0.07750267567136027
Lorestan,2014,1393,0.10869695998584779
Lorestan,2015,1394,0.13435572686641994
Lorestan,2016,1395,0.11737801283950726
Lorestan,2017,1396,0.1543285572817864
Lorestan,2018,1397,0.15313853164811092
Lorestan,2019,1398,0.14705644972131343
Lorestan,2020,1399,0.2105648214745272
Lorestan,2021,1400,0.18523503611320286
Lorestan,2022,1401,0.16501437424318124
Markazi,2005,1384,0.1607423977821497
Markazi,2006,1385,0.1615392726739224
Markazi,2007,1386,0.1604327177496356
Markazi,2008,1387,0.1467227383757874
Markazi,2009,1388,0.15044382940063192
Markazi,2010,1389,0.16464835531004063
Markazi,2011,1390,0.24172985157217391
Markazi,2012,1391,0.22753724791536917
Markazi,2013,1392,0.2079454374143809
Markazi,2014,1393,0.24372767559509514
Markazi,2015,1394,0.23958873293393237
Markazi,2016,1395,0.257487077333062
Markazi,2017,1396,0.24337491241782705
Markazi,2018,1397,0.24522592691210335
Markazi,2019,1398,0.2516501920426806
Markazi,2020,1399,0.27483405728780225
Markazi,2021,1400,0.23532510041695143
Markazi,2022,1401,0.19984421410623815
Mazandaran,2005,1384,0.10026636524277646
Mazandaran,2006,1385,0.09518431453224735
Mazandaran,2007,1386,0.11614438554437713
Mazandaran,2008,1387,0.10405838601747137
Mazandaran,2009,1388,0.1259060171449686
Mazandaran,2010,1389,0.14612102352827486
Mazandaran,2011,1390,0.1807359542981196
Mazandaran,2012,1391,0.17819130805603828
Mazandaran,2013,1392,0.2203537501217735
Mazandaran,2014,1393,0.23462487350877015
Mazandaran,2015,1394,0.24595032970505037
Mazandaran,2016,1395,0.2205403220685284
Mazandaran,2017,1396,0.22536181917647458
Mazandaran,2018,1397,0.20312440032010456
Mazandaran,2019,1398,0.2253045355270513
Mazandaran,2020,1399,0.2657001064513338
Mazandaran,2021,1400,0.22975086537833098
